UF,cod_Inst,cod_Curso,cor_raca,renda_num,renda_valor,renda,cota,ensino_medio,motivo,escolaridade_pai,escolaridade_mae,sexo,nome_curso
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Outra cota,Todo escola pública,Valorização Profissional,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Preta,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Valorização Profissional,Ensino Médio,Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Preta,1,"até R$ 1.405,50",Baixíssima,Étnico-racial,Todo escola pública,Vocação,Nenhuma,Nenhuma,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Maior parte escola particular,Vocação,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Não quero declarar,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Outro,Ensino Médio,Ensino Médio,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola particular,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Vocação,Nenhuma,Pós-graduação,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Outro,Ensino Médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Inserção no Mercado de Trabalho,Nenhuma,Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Baixa concorrência,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Nenhuma,Nenhuma,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Não quero declarar,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Outro,Ensino Médio,Ensino Médio,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Valorização Profissional,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Pós-graduação,Ensino Superior - Graduação,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Amarela,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Vocação,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Médio,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Vocação,Ensino Médio,Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Médio,Pós-graduação,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Vocação,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Baixa concorrência,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola pública,Vocação,Ensino Médio,Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola pública,Outro,Ensino Superior - Graduação,Ensino Médio,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Inserção no Mercado de Trabalho,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Indígena,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,M,HISTÓRIA (LICENCIATURA)
25,2564,13449,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola pública,Baixa concorrência,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Parda,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Vocação,Ensino Médio,Nenhuma,F,HISTÓRIA (LICENCIATURA)
25,2564,13449,Preta,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Étnico-racial,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Nenhuma,F,HISTÓRIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola particular,Influência familiar,Ensino Superior - Graduação,Pós-graduação,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Ensino Médio,Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Baixa concorrência,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Amarela,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Influência familiar,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Amarela,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Outro,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Prestígio Social,Nenhuma,Nenhuma,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Preta,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Outro,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Mais de uma cota,Todo escola pública,Outro,Nenhuma,Nenhuma,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Nenhuma,Ensino Médio,M,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Preta,1,"até R$ 1.405,50",Baixíssima,Outra cota,Todo escola pública,Vocação,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Renda,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Amarela,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Maior parte escola particular,Inserção no Mercado de Trabalho,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Amarela,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Escola pública,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Maior parte escola particular,Outro,Ensino Médio,Pós-graduação,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Renda,Todo escola pública,Vocação,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Influência familiar,Ensino Médio,Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Influência familiar,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,F,PEDAGOGIA (LICENCIATURA)
25,2564,13452,Branca,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Inserção no Mercado de Trabalho,Nenhuma,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,PEDAGOGIA (LICENCIATURA)
25,2564,13456,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA FLORESTAL
25,2564,13456,Branca,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Influência familiar,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,ENGENHARIA FLORESTAL
25,2564,13456,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Étnico-racial,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,ENGENHARIA FLORESTAL
25,2564,13456,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA FLORESTAL
25,2564,13456,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Maior parte escola pública,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA FLORESTAL
25,2564,13456,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Pós-graduação,F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Outro,Nenhuma,Ensino Médio,M,ENGENHARIA FLORESTAL
25,2564,13456,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,M,ENGENHARIA FLORESTAL
25,2564,13456,Preta,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola pública,Outro,Pós-graduação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA FLORESTAL
25,2564,13456,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Influência familiar,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,ENGENHARIA FLORESTAL
25,2564,13456,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola pública,Baixa concorrência,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Pós-graduação,M,ENGENHARIA FLORESTAL
25,2564,13456,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),F,ENGENHARIA FLORESTAL
25,2564,13456,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA FLORESTAL
25,2564,13456,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola pública,Vocação,Ensino Médio,Nenhuma,M,ENGENHARIA FLORESTAL
25,2564,13456,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA FLORESTAL
25,2564,13456,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Ensino Médio,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA FLORESTAL
25,2564,79570,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Baixa concorrência,Ensino Médio,Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Influência familiar,Pós-graduação,Pós-graduação,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Mais de uma cota,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Valorização Profissional,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Valorização Profissional,Ensino Médio,Pós-graduação,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Maior parte escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Pós-graduação,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Escola pública,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Escola pública,Todo escola pública,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola pública,Inserção no Mercado de Trabalho,Nenhuma,Ensino Médio,M,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Mais de uma cota,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Pós-graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Preta,7,"mais de R$ 28.110,00",Altíssima,Não,Todo escola particular,Valorização Profissional,Pós-graduação,Pós-graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,7,"mais de R$ 28.110,00",Altíssima,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Médio,F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA DE PRODUÇAO
25,2564,79570,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA DE PRODUÇAO
